WP_002479893.1	PF07690	17	357	pfam	2.3635227522929962e-33	0.844059405940594
WP_002479897.1	PF00549	340	496	pfam	4.242092469758386e-43	0.2692967409948542
WP_002479897.1	PF02629	188	285	pfam	3.0037099414967686e-15	0.1680960548885077
WP_002479898.1	PF02615	3	332	pfam	4.529085569213558e-123	0.9455587392550143
WP_002479900.1	PF07883	183	252	pfam	1.627970753036872e-11	0.26717557251908397
WP_002479900.1	PF05899	55	137	pfam	2.952294106366471e-09	0.31679389312977096
WP_002488452.1	PF03948	63	147	pfam	6.213929918260594e-33	0.5743243243243243
WP_002488452.1	PF01281	1	47	pfam	4.0577922847013605e-26	0.31756756756756754
WP_002488493.1	PF01368	337	494	pfam	7.794918373386246e-30	0.24122137404580152
WP_002488493.1	PF02272	516	645	pfam	6.411904971653197e-17	0.1984732824427481
WP_002488493.1	PF21370	72	158	pfam	2.471685370586298e-21	0.13282442748091602
WP_023015504.1	PF02421	3	156	pfam	4.807434662802081e-62	0.2319277108433735
WP_023015504.1	PF07670	511	635	pfam	3.396811701526878e-23	0.18825301204819278
WP_023015504.1	PF07670	349	445	pfam	2.8794420374477536e-29	0.1460843373493976
WP_023015504.1	PF17910	171	259	pfam	3.1092914723886437e-16	0.13403614457831325
WP_023015504.1	PF07664	454	506	pfam	1.2033452874481947e-25	0.07981927710843373
WP_023015526.1	PF07905	6	125	pfam	2.8050757750946997e-32	0.22181146025878004
WP_023015526.1	PF13556	475	533	pfam	2.844956520749758e-23	0.10905730129390019
WP_023015526.1	PF17853	302	423	pfam	2.0259464324436003e-10	0.2255083179297597
WP_025905379.1	PF07638	10	178	pfam	6.76541399767169e-12	0.9135135135135135
WP_025907145.1	PF03073	12	153	pfam	4.95856888372727e-42	0.8554216867469879
WP_031807296.1	PF06124	4	102	pfam	2.0873482899361574e-29	0.9611650485436893
WP_031864170.1	PF13202	119	136	pfam	9.522597842485794e-08	0.08333333333333333
WP_037550792.1	PF02040	5	427	pfam	7.950664294706743e-198	0.9837209302325581
WP_037560298.1	PF18927	33	150	pfam	1.4644162297257543e-32	0.7515923566878981
WP_049335768.1	PF00709	5	421	pfam	5.443032678940336e-188	0.9765807962529274
WP_049418822.1	PF05437	7	106	pfam	4.724243118082305e-25	0.9174311926605505
WP_049418825.1	PF00561	38	303	pfam	7.075823970676851e-15	0.8260869565217391
WP_049431793.1	PF13686	199	354	pfam	7.667754137834136e-59	0.4394366197183099
WP_049431793.1	PF00581	13	99	pfam	1.080800844759802e-21	0.24507042253521127
WP_049431793.1	PF01206	119	188	pfam	4.950102061318822e-22	0.19718309859154928
WP_049432942.1	PF00587	217	400	pfam	2.05771641053459e-45	0.4309133489461358
WP_049432942.1	PF02403	1	108	pfam	4.827049667123808e-35	0.2529274004683841
WP_057510028.1	PF03746	3	241	pfam	2.2001046153992683e-109	0.9484126984126984
WP_058590966.1	PF08245	116	310	pfam	1.548072475068985e-41	0.3971486761710794
WP_058590966.1	PF02875	330	418	pfam	1.2552028754384358e-07	0.18126272912423624
WP_058590968.1	PF10099	55	245	pfam	2.2891091466835666e-24	0.7701612903225806
WP_058590968.1	PF13490	3	33	pfam	1.9067206419703117e-11	0.125
WP_058590969.1	PF04203	54	193	pfam	7.95018064926945e-24	0.717948717948718
WP_058590973.1	PF01022	16	62	pfam	8.900253149635026e-19	0.4519230769230769
WP_058592417.1	PF19807	1	72	pfam	3.696929473818959e-24	0.96
WP_058611748.1	PF01593	13	491	pfam	3.3926644506664444e-31	0.9657258064516129
WP_058611754.1	PF03992	43	118	pfam	1.4520177450071338e-12	0.5170068027210885
WP_058611757.1	PF13280	140	306	pfam	1.3464832841915662e-13	0.540453074433657
WP_058611757.1	PF08279	6	61	pfam	8.907324529064088e-14	0.18122977346278318
WP_060803561.1	PF09827	1	80	pfam	1.1530210050748205e-21	0.7843137254901961
WP_065581035.1	PF09991	14	293	pfam	2.7742150393820297e-59	0.9240924092409241
WP_070369329.1	PF03441	256	456	pfam	3.910009877265312e-79	0.4369565217391304
WP_070369329.1	PF00875	5	165	pfam	1.7980446394694703e-14	0.35
WP_070684328.1	PF00746	101	145	pfam	5.599805171507429e-08	0.3103448275862069
WP_075578241.1	PF02386	6	427	pfam	6.547706361918607e-65	0.9723502304147466
WP_103288301.1	PF12706	22	215	pfam	1.3731314794061295e-23	0.7461538461538462
WP_103361955.1	PF05016	5	87	pfam	5.104733608257525e-15	0.9120879120879121
WP_105994653.1	PF04023	4	75	pfam	1.387033817229435e-16	0.9230769230769231
WP_105994655.1	PF12669	5	48	pfam	1.0717428959087177e-12	0.7586206896551724
WP_105994656.1	PF03551	16	89	pfam	2.324879016527461e-26	0.6607142857142857
WP_105994657.1	PF06570	1	206	pfam	3.5649704859401887e-09	0.7953667953667953
WP_105994662.1	PF01566	45	379	pfam	3.346897130914961e-31	0.8190709046454768
WP_105994663.1	PF03746	3	241	pfam	6.127153520402253e-111	0.9484126984126984
WP_105994664.1	PF02786	114	321	pfam	1.0007343725704505e-68	0.46017699115044247
WP_105994664.1	PF00289	1	109	pfam	8.809607123952494e-48	0.2411504424778761
WP_105994664.1	PF02785	334	444	pfam	2.330935432741437e-39	0.24557522123893805
WP_105994666.1	PF02626	25	285	pfam	3.908949146016927e-86	0.7767857142857143
WP_105994670.1	PF13303	20	355	pfam	1.63604697377464e-97	0.9411764705882353
WP_105994681.1	PF07883	183	252	pfam	6.906414030351321e-11	0.26717557251908397
WP_105994681.1	PF05899	55	137	pfam	5.152987545825755e-09	0.31679389312977096
WP_105994686.1	PF11392	155	254	pfam	1.8026242208800287e-26	0.38910505836575876
WP_105994687.1	PF00696	3	293	pfam	1.445562391300199e-30	0.9297124600638977
WP_105994699.1	PF07690	21	406	pfam	1.5822585068503898e-46	0.5788177339901478
WP_107544007.1	PF18061	781	907	pfam	2.1740397271292062e-45	0.1358288770053476
WP_107544007.1	PF13395	534	589	pfam	2.9972217827647695e-24	0.059893048128342244
WP_107544007.1	PF18541	636	784	pfam	3.289523154404011e-14	0.06524064171122995
WP_107544007.1	PF18070	911	935	pfam	7.183833983430699e-08	0.026737967914438502
WP_107547870.1	PF01979	50	437	pfam	2.9831216208578777e-21	0.8565121412803532
WP_107593712.1	PF13302	12	157	pfam	3.2562381987909436e-25	0.7564766839378239
WP_107593713.1	PF00370	5	245	pfam	3.1657042752783817e-67	0.4839357429718876
WP_107593713.1	PF02782	254	442	pfam	2.7567845552095425e-34	0.3795180722891566
WP_107593715.1	PF02786	114	321	pfam	9.332115382657731e-67	0.4581497797356828
WP_107593715.1	PF00289	1	109	pfam	6.306561924681412e-48	0.24008810572687225
WP_107593715.1	PF02785	334	444	pfam	1.4427298234865015e-39	0.2444933920704846
WP_107593718.1	PF01867	6	244	pfam	3.7166520120925095e-31	0.7940199335548173
WP_107593720.1	PF03929	10	387	pfam	2.492349419718736e-54	0.84375
WP_107593721.1	PF08818	16	111	pfam	1.3901848418992288e-21	0.768
WP_107593723.1	PF11392	155	254	pfam	1.9626237851393006e-25	0.38910505836575876
WP_107593724.1	PF06545	87	303	pfam	2.304440558467713e-101	0.5154394299287411
WP_107593725.1	PF02615	9	338	pfam	4.000123142373799e-119	0.9620991253644315
WP_107596297.1	PF00364	71	146	pfam	3.9309890500853635e-21	0.5170068027210885
WP_107596298.1	PF02626	25	285	pfam	3.899408287679937e-86	0.7791044776119403
WP_107596299.1	PF13303	25	360	pfam	1.1006704098084997e-101	0.9281767955801105
WP_107596301.1	PF18061	781	907	pfam	1.2153202056116464e-41	0.120837297811608
WP_107596301.1	PF13395	534	589	pfam	2.0580494946682384e-24	0.0532825880114177
WP_107596301.1	PF18541	636	784	pfam	5.757472486751587e-14	0.058991436726926735
WP_107596301.1	PF18070	911	967	pfam	1.0270406499125548e-20	0.05423406279733587
WP_107596301.1	PF21574	970	1030	pfam	2.3195187808476554e-16	0.058039961941008564
WP_107596302.1	PF00696	3	293	pfam	4.5311076459460845e-31	0.9297124600638977
WP_107596303.1	PF02133	28	476	pfam	2.442001550034862e-93	0.903420523138833
WP_114604511.1	PF03551	16	89	pfam	1.532506781497585e-26	0.6607142857142857
WP_198985175.1	PF03591	16	156	pfam	3.645941269084123e-43	0.6103896103896104
WP_198985177.1	PF07435	5	442	pfam	3.7447485697118954e-114	0.9887133182844243
WP_198985180.1	PF09648	30	254	pfam	6.34755677104892e-51	0.8555133079847909
WP_198985181.1	PF02590	1	158	pfam	1.4768012257762687e-64	0.9937106918238994
WP_198985183.1	PF18061	781	907	pfam	7.737954551921595e-44	0.12060778727445394
WP_198985183.1	PF16592	224	428	pfam	9.904511789861368e-20	0.19468186134852802
WP_198985183.1	PF18541	636	784	pfam	1.3173517284870735e-14	0.14150047483380818
WP_198985183.1	PF21574	970	1032	pfam	1.3702979171295675e-22	0.05982905982905983
WP_198985183.1	PF13395	534	589	pfam	8.380980223787327e-24	0.05318138651471985
WP_198985183.1	PF18070	911	967	pfam	3.521280106375916e-19	0.05413105413105413
WP_198985185.1	PF01867	6	247	pfam	7.7661530225646005e-31	0.8039867109634552
WP_198985189.1	PF09827	1	80	pfam	1.1853279409981737e-21	0.7843137254901961
WP_198985192.1	PF07799	21	156	pfam	1.4880312394777019e-33	0.8143712574850299
WP_198985193.1	PF06106	3	116	pfam	4.160304261834961e-66	0.9827586206896551
WP_198985194.1	PF00239	9	156	pfam	1.9307036718174036e-45	0.2735674676524954
WP_198985194.1	PF07508	178	281	pfam	1.7618822302526826e-29	0.1922365988909427
WP_198985194.1	PF13408	294	360	pfam	9.1730334591608e-20	0.12384473197781885
WP_198985195.1	PF00239	4	148	pfam	2.524930574321779e-40	0.3200883002207506
WP_198985195.1	PF07508	168	251	pfam	4.0708974917465785e-16	0.18543046357615894
WP_198985195.1	PF13408	261	322	pfam	2.0349551480711094e-10	0.1368653421633554
WP_198985197.1	PF06048	12	301	pfam	4.936272234477723e-73	0.4923599320882852
WP_198985197.1	PF18662	440	550	pfam	4.484858907936143e-33	0.18845500848896435
WP_198985199.1	PF07205	14	79	pfam	2.3764437538776733e-14	0.6875
WP_198985203.1	PF00581	266	442	pfam	5.978155707992642e-20	0.17647058823529413
WP_198985203.1	PF00753	9	195	pfam	1.3534794423189932e-13	0.4230769230769231
WP_198985204.1	PF01925	10	250	pfam	4.584523591225279e-45	0.9563492063492064
WP_198985206.1	PF01451	6	129	pfam	1.1533679625868837e-28	0.9465648854961832
WP_204206373.1	PF01593	10	494	pfam	1.4697481918452275e-40	0.9680638722554891
WP_217844001.1	PF00107	178	306	pfam	1.315302555029214e-35	0.3739130434782609
WP_217844001.1	PF08240	24	138	pfam	2.9709922819832167e-27	0.3333333333333333
WP_217844004.1	PF01867	6	237	pfam	1.7422488235301175e-32	0.770764119601329
WP_217844005.1	PF18061	781	907	pfam	4.7108670479948356e-45	0.12060778727445394
WP_217844005.1	PF18541	636	784	pfam	1.0072357274133617e-14	0.14150047483380818
WP_217844005.1	PF21574	970	1032	pfam	1.7512041244530076e-22	0.05982905982905983
WP_217844005.1	PF13395	534	589	pfam	3.0712944925877382e-24	0.05318138651471985
WP_217844005.1	PF18070	911	967	pfam	1.1038281427401683e-18	0.05413105413105413
WP_217844006.1	PF00176	148	409	pfam	1.5197589929277355e-27	0.420545746388443
WP_217844006.1	PF00271	441	554	pfam	6.559769469185327e-16	0.18298555377207062
WP_217844007.1	PF02195	65	154	pfam	1.0432070367318367e-09	0.2200488997555012
WP_217844008.1	PF03118	2	55	pfam	2.5357155736785906e-14	0.0547112462006079
WP_217844008.1	PF04545	396	435	pfam	1.1209459537471036e-08	0.040526849037487336
WP_217844008.1	PF03118	72	136	pfam	2.1091519556415253e-06	0.06585612968591692
WP_217844008.1	PF03118	181	242	pfam	6.155174429073506e-05	0.06281661600810537
WP_217844009.1	PF06983	7	137	pfam	6.668612089199465e-11	0.9225352112676056
WP_217844010.1	PF16242	5	131	pfam	3.216586041021645e-18	0.900709219858156
WP_217844011.1	PF00494	15	275	pfam	9.776733163514116e-64	0.8907849829351536
WP_232167883.1	PF00149	3	186	pfam	4.413191058357356e-22	0.9108910891089109
WP_232167884.1	PF13302	12	158	pfam	8.418336443649966e-27	0.7696335078534031
WP_232167885.1	PF00370	5	245	pfam	1.3356557011391963e-70	0.4839357429718876
WP_232167885.1	PF02782	254	442	pfam	1.8934428435606244e-35	0.3795180722891566
WP_232167886.1	PF00364	72	147	pfam	2.5545598310890735e-23	0.5135135135135135
WP_232167887.1	PF02682	1	203	pfam	5.003803937159724e-78	0.8353909465020576
WP_232167888.1	PF13303	19	354	pfam	2.861331569198399e-97	0.9438202247191011
WP_232167889.1	PF00746	107	152	pfam	6.017209830230825e-08	0.3026315789473684
WP_232167891.1	PF01867	6	252	pfam	5.631795975522277e-31	0.8205980066445183
WP_232167892.1	PF18061	781	907	pfam	5.351102607413256e-36	0.120837297811608
WP_232167892.1	PF18541	636	781	pfam	1.9377896537781476e-14	0.13891531874405327
WP_232167892.1	PF13395	534	589	pfam	4.337718223278865e-25	0.0532825880114177
WP_232167892.1	PF21574	970	1030	pfam	3.133088991495535e-14	0.058039961941008564
WP_232167892.1	PF18070	911	967	pfam	1.2521346911237403e-11	0.05423406279733587
WP_232167893.1	PF03929	10	388	pfam	1.229353128270529e-55	0.8403547671840355
WP_232167894.1	PF02836	276	592	pfam	1.1449153305813006e-84	0.5292153589315526
WP_232167894.1	PF02837	12	180	pfam	8.45781506976474e-27	0.28213689482470783
WP_232167894.1	PF00703	182	274	pfam	7.535920310022119e-17	0.15525876460767946
WP_232167895.1	PF13561	18	275	pfam	3.0093784844421183e-43	0.9214285714285714
WP_232167896.1	PF03786	1	345	pfam	8.27033190649971e-163	0.9913793103448276
WP_232167897.1	PF02614	1	464	pfam	1.1461805031427374e-204	0.9851380042462845
WP_232167898.1	PF13347	30	450	pfam	5.288772891167637e-98	0.9034334763948498
WP_232167899.1	PF00294	2	308	pfam	6.272897495680384e-30	0.9109792284866469
WP_232167900.1	PF01081	6	196	pfam	9.776571596030734e-46	0.8925233644859814
WP_232167901.1	PF12833	320	399	pfam	1.2646601230364303e-27	0.19801980198019803
WP_232167902.1	PF08818	16	111	pfam	4.330830824591827e-20	0.768
WP_232167903.1	PF07690	18	414	pfam	3.483269131306198e-60	0.8481927710843373
WP_232167904.1	PF07690	19	396	pfam	1.6945495225858678e-29	0.8446115288220551
WP_239738697.1	PF18061	781	907	pfam	1.0734372795596158e-38	0.12199807877041306
WP_239738697.1	PF16592	224	427	pfam	3.0250542292378827e-19	0.19596541786743515
WP_239738697.1	PF18541	636	783	pfam	8.24999023559953e-15	0.14217098943323728
WP_239738697.1	PF13395	534	589	pfam	3.0290592781929734e-24	0.053794428434197884
WP_239738697.1	PF18070	911	967	pfam	7.390180812201908e-17	0.05475504322766571
WP_239738697.1	PF21574	970	1018	pfam	7.886695241657753e-11	0.04707012487992315
WP_239738698.1	PF04014	5	51	pfam	1.4514918634860029e-07	0.5949367088607594
WP_241961518.1	PF07859	30	250	pfam	3.3567167225130306e-20	0.8154981549815498
WP_255201019.1	PF00122	331	512	pfam	1.5955498005104098e-60	0.2169249106078665
WP_255201019.1	PF00702	528	745	pfam	1.56729026161495e-33	0.2598331346841478
WP_255201019.1	PF00403	149	208	pfam	2.0118549162379288e-17	0.07151370679380215
WP_255201019.1	PF00403	77	137	pfam	4.356238579327057e-15	0.07270560190703218
WP_255201020.1	PF12698	350	985	pfam	3.905372283845882e-12	0.6309523809523809
WP_255201020.1	PF12698	20	318	pfam	6.312839545129829e-13	0.29662698412698413
WP_255201021.1	PF09827	6	85	pfam	7.442260968416692e-21	0.7476635514018691
WP_255201024.1	PF00535	21	77	pfam	4.4182173034386186e-17	0.7307692307692307
WP_262588054.1	PF07905	6	125	pfam	1.611842955940848e-31	0.22181146025878004
WP_262588054.1	PF13556	475	533	pfam	8.518426481229577e-23	0.10905730129390019
WP_262588054.1	PF17853	302	422	pfam	2.6967340198599468e-11	0.22365988909426987
WP_262588056.1	PF01979	50	437	pfam	1.4916548305512568e-22	0.8565121412803532
WP_262588058.1	PF07859	30	249	pfam	5.216470302885092e-20	0.8118081180811808
WP_262588061.1	PF02615	3	332	pfam	6.888709191824431e-122	0.9455587392550143
WP_262588062.1	PF00549	340	496	pfam	2.416393597691171e-42	0.2692967409948542
WP_262588062.1	PF02629	188	285	pfam	3.0037099414967686e-15	0.1680960548885077
WP_262588062.1	PF03265	88	189	pfam	4.770272879985416e-08	0.17495711835334476
WP_262588063.1	PF06545	87	303	pfam	3.915430910591935e-101	0.5154394299287411
WP_262588065.1	PF11392	155	254	pfam	2.90834084480405e-26	0.38910505836575876
WP_262588066.1	PF00696	3	292	pfam	4.971288146196566e-30	0.9294871794871795
WP_262588067.1	PF07690	17	403	pfam	4.301018354646533e-30	0.8399014778325123
WP_262588070.1	PF03929	10	388	pfam	1.018133748942036e-55	0.8403547671840355
WP_262588071.1	PF07690	21	206	pfam	7.69211579021235e-39	0.9029126213592233
WP_262588072.1	PF18061	781	907	pfam	1.2396552317742337e-44	0.12060778727445394
WP_262588072.1	PF18541	636	785	pfam	5.988882290019479e-13	0.14245014245014245
WP_262588072.1	PF21574	970	1032	pfam	1.1974035151407821e-22	0.05982905982905983
WP_262588072.1	PF13395	534	589	pfam	4.347772339013787e-25	0.05318138651471985
WP_262588072.1	PF18070	911	967	pfam	4.358947226053953e-20	0.05413105413105413
WP_262588074.1	PF01867	6	104	pfam	1.1138024945427341e-08	0.9519230769230769
WP_262588076.1	PF13303	20	355	pfam	1.3162342947696998e-97	0.9411764705882353
WP_262588077.1	PF13303	19	354	pfam	1.0273929158311672e-96	0.9438202247191011
WP_262588078.1	PF02682	1	203	pfam	2.675107514016036e-77	0.8353909465020576
WP_262588079.1	PF02626	25	285	pfam	1.3877526113674543e-85	0.7767857142857143
WP_262588080.1	PF00364	72	147	pfam	8.03364693702906e-23	0.5135135135135135
WP_262588081.1	PF02786	114	321	pfam	1.1063753251212463e-68	0.46017699115044247
WP_262588081.1	PF00289	1	109	pfam	8.809607123952494e-48	0.2411504424778761
WP_262588081.1	PF02785	334	444	pfam	2.330935432741437e-39	0.24557522123893805
WP_262588083.1	PF03746	3	241	pfam	5.145567119406781e-110	0.9484126984126984
WP_262588084.1	PF01566	45	379	pfam	2.266922246691764e-31	0.8190709046454768
WP_262588085.1	PF00370	5	245	pfam	1.3931895073569457e-69	0.4839357429718876
WP_262588085.1	PF02782	254	442	pfam	6.052262658931569e-35	0.3795180722891566
WP_262588086.1	PF13302	12	158	pfam	3.04686475914761e-26	0.7696335078534031
WP_262588088.1	PF00149	3	186	pfam	4.887657458734579e-22	0.9108910891089109
WP_262588091.1	PF02421	3	156	pfam	2.089923927940827e-61	0.2319277108433735
WP_262588091.1	PF07670	349	445	pfam	2.5229115550717895e-29	0.1460843373493976
WP_262588091.1	PF07670	511	635	pfam	4.3943506600266705e-23	0.18825301204819278
WP_262588091.1	PF07664	454	506	pfam	1.2033452874481947e-25	0.07981927710843373
WP_262588091.1	PF17910	171	259	pfam	1.6960081303756635e-15	0.13403614457831325
WP_262856636.1	PF13200	50	374	pfam	3.5795429341579455e-115	0.8419689119170984
WP_262856637.1	PF01569	97	216	pfam	1.3794353207378968e-18	0.5172413793103449
WP_262856639.1	PF00730	47	190	pfam	2.988198925978564e-19	0.6923076923076923
WP_262856640.1	PF07690	18	398	pfam	5.052569875629424e-42	0.8467336683417085
WP_262856642.1	PF05525	7	445	pfam	4.527241770507931e-151	0.9712389380530974
WP_262856645.1	PF02541	17	305	pfam	1.038753233132054e-59	0.5677799607072691
WP_262856645.1	PF21447	315	484	pfam	3.7159352171502936e-16	0.33398821218074654
WP_262856646.1	PF17941	335	501	pfam	7.84207213010564e-77	0.23226703755215578
WP_262856646.1	PF13090	507	677	pfam	3.2136971180568306e-73	0.23783031988873435
WP_262856646.1	PF02503	130	307	pfam	2.2867120349217536e-53	0.24756606397774686
WP_262856646.1	PF13089	16	122	pfam	2.136910175220303e-42	0.14881780250347706
WP_262856648.1	PF00005	22	171	pfam	1.568787502871399e-39	0.5952380952380952
WP_262856649.1	PF02687	58	180	pfam	1.7107362471180713e-17	0.1968
WP_262856649.1	PF02687	495	625	pfam	3.1535667275641707e-09	0.2096
WP_262856649.1	PF02687	276	337	pfam	0.008517087050923139	0.0992
WP_262856650.1	PF01207	15	321	pfam	2.4789885393312522e-54	0.941717791411043
WP_262856651.1	PF01497	57	281	pfam	7.992313540434871e-34	0.7352941176470589
WP_262856654.1	PF18061	781	907	pfam	3.295104134040296e-45	0.12060778727445394
WP_262856654.1	PF18541	636	784	pfam	4.625105349185966e-15	0.14150047483380818
WP_262856654.1	PF21574	970	1032	pfam	3.0552767404864537e-22	0.05982905982905983
WP_262856654.1	PF13395	534	589	pfam	2.9857827619006246e-24	0.05318138651471985
WP_262856654.1	PF18070	911	967	pfam	4.855564497932818e-19	0.05413105413105413
WP_262856656.1	PF00892	8	288	pfam	1.1007834897489258e-29	0.45454545454545453
WP_262856658.1	PF13307	470	627	pfam	2.502301484684559e-35	0.24572317262830481
WP_262856658.1	PF04851	21	264	pfam	1.6072816093917632e-08	0.37947122861586313
WP_262856659.1	PF04851	29	231	pfam	9.876319483476455e-33	0.2388235294117647
WP_262856660.1	PF01555	197	512	pfam	1.3202335771687113e-50	0.49221183800623053
WP_262856660.1	PF12564	38	93	pfam	1.3406500749017908e-24	0.08722741433021806
WP_262856663.1	PF13508	3	51	pfam	4.6411078911835504e-10	0.9607843137254902
WP_262856664.1	PF00211	42	206	pfam	1.9604673055716056e-09	0.6626506024096386
WP_262856665.1	PF18967	66	179	pfam	7.861761531498453e-10	0.6063829787234043
WP_262856667.1	PF01610	159	412	pfam	8.97056680497029e-58	0.5497835497835498
WP_262856667.1	PF14690	45	87	pfam	3.264126877858121e-10	0.09307359307359307
WP_262856667.1	PF13542	93	144	pfam	7.3969232023670935e-09	0.11255411255411256
WP_262856669.1	PF08006	1	185	pfam	2.545774097571762e-51	0.9840425531914894
WP_262856670.1	PF03551	14	84	pfam	7.360250920129445e-23	0.6635514018691588
WP_262856675.1	PF00155	109	458	pfam	3.9924358218357833e-47	0.7478632478632479
WP_262856675.1	PF00392	2	65	pfam	4.1809655632590235e-18	0.13675213675213677
WP_322107545.1	PF09827	6	85	pfam	6.3307499810561e-23	0.7476635514018691
WP_347132630.1	PF18061	781	907	pfam	6.010441498137105e-46	0.13568376068376067
WP_347132630.1	PF13395	534	589	pfam	2.662417207547131e-24	0.05982905982905983
